Time,Total_Energy_Consumption
2022-05-05 12:00:00,9.036
2022-05-05 12:15:00,9.613
2022-05-05 12:30:00,10.16
2022-05-05 12:45:00,10.143
2022-05-05 13:00:00,9.850000000000001
2022-05-05 13:15:00,9.143
2022-05-05 13:30:00,9.452000000000002
2022-05-05 13:45:00,8.181000000000001
2022-05-05 14:00:00,7.978000000000001
2022-05-05 14:15:00,9.775000000000002
2022-05-05 14:30:00,15.895
2022-05-05 14:45:00,9.222
2022-05-05 15:00:00,8.866
2022-05-05 15:15:00,8.189
2022-05-05 15:30:00,13.6
2022-05-05 15:45:00,16.313000000000002
2022-05-05 16:00:00,8.93
2022-05-05 16:15:00,7.7970000000000015
2022-05-05 16:30:00,8.446
2022-05-05 16:45:00,8.392999999999999
2022-05-05 17:00:00,8.66
2022-05-05 17:15:00,8.769
2022-05-05 17:30:00,9.564
2022-05-05 17:45:00,9.478
2022-05-05 18:00:00,9.530999999999999
2022-05-05 18:15:00,9.521999999999998
2022-05-05 18:30:00,8.217000000000002
2022-05-05 18:45:00,8.952
2022-05-05 19:00:00,8.867
2022-05-05 19:15:00,8.909
2022-05-05 19:30:00,9.280000000000001
2022-05-05 19:45:00,9.949
2022-05-05 20:00:00,11.551000000000002
2022-05-05 20:15:00,17.189999999999998
2022-05-05 20:30:00,19.837000000000003
2022-05-05 20:45:00,18.843
2022-05-05 21:00:00,17.820999999999998
2022-05-05 21:15:00,22.492
2022-05-05 21:30:00,14.901
2022-05-05 21:45:00,10.327750000000002
2022-05-05 22:00:00,11.966000000000001
2022-05-05 22:15:00,20.665
2022-05-05 22:30:00,14.241
2022-05-05 22:45:00,10.54
2022-05-05 23:00:00,10.680000000000001
2022-05-05 23:15:00,13.156999999999998
2022-05-05 23:30:00,17.207
2022-05-05 23:45:00,8.543
2022-05-06 00:00:00,8.852
2022-05-06 00:15:00,7.182
2022-05-06 00:30:00,6.800000000000001
2022-05-06 00:45:00,7.202
2022-05-06 01:00:00,9.099
2022-05-06 01:15:00,10.004000000000001
2022-05-06 01:30:00,9.606250000000003
2022-05-06 01:45:00,10.466000000000001
2022-05-06 02:00:00,10.797999999999998
2022-05-06 02:15:00,9.966000000000001
2022-05-06 02:30:00,9.485000000000001
2022-05-06 02:45:00,6.849
2022-05-06 03:00:00,6.567
2022-05-06 03:15:00,5.667999999999999
2022-05-06 03:30:00,6.746
2022-05-06 03:45:00,5.975
2022-05-06 04:00:00,6.029
2022-05-06 04:15:00,5.986000000000001
2022-05-06 04:30:00,5.545000000000001
2022-05-06 04:45:00,5.874
2022-05-06 05:00:00,6.335
2022-05-06 05:15:00,5.695000000000002
2022-05-06 05:30:00,5.562
2022-05-06 05:45:00,6.768000000000001
2022-05-06 06:00:00,6.020999999999999
2022-05-06 06:15:00,5.133
2022-05-06 06:30:00,5.104
2022-05-06 06:45:00,5.691
2022-05-06 07:00:00,6.107000000000001
2022-05-06 07:15:00,5.619
2022-05-06 07:30:00,7.227
2022-05-06 07:45:00,7.0009999999999994
2022-05-06 08:00:00,10.567
2022-05-06 08:15:00,17.300000000000004
2022-05-06 08:30:00,16.6
2022-05-06 08:45:00,11.046
2022-05-06 09:00:00,9.512
2022-05-06 09:15:00,8.439
2022-05-06 09:30:00,7.335
2022-05-06 09:45:00,8.439
2022-05-06 10:00:00,9.683
2022-05-06 10:15:00,7.509
2022-05-06 10:30:00,8.812000000000001
2022-05-06 10:45:00,14.398000000000003
2022-05-06 11:00:00,20.218000000000004
2022-05-06 11:15:00,7.79725
2022-05-06 11:30:00,6.329000000000001
2022-05-06 11:45:00,8.120999999999999
2022-05-06 12:00:00,10.7408
2022-05-06 12:15:00,11.6252
2022-05-06 12:30:00,11.362200000000001
2022-05-06 12:45:00,15.058600000000002
2022-05-06 13:00:00,15.2498
2022-05-06 13:15:00,14.0776
2022-05-06 13:30:00,12.729400000000002
2022-05-06 13:45:00,14.9758
2022-05-06 14:00:00,12.7046
2022-05-06 14:15:00,12.5366
2022-05-06 14:30:00,11.7638
2022-05-06 14:45:00,10.449000000000002
2022-05-06 15:00:00,9.782
2022-05-06 15:15:00,10.7578
2022-05-06 15:30:00,10.346599999999999
2022-05-06 15:45:00,9.7592
2022-05-06 16:00:00,9.9
2022-05-06 16:15:00,10.572400000000002
2022-05-06 16:30:00,10.1676
2022-05-06 16:45:00,11.310400000000001
2022-05-06 17:00:00,11.7122
2022-05-06 17:15:00,10.8068
2022-05-06 17:30:00,12.659400000000002
2022-05-06 17:45:00,14.3512
2022-05-06 18:00:00,13.314
2022-05-06 18:15:00,12.436399999999999
2022-05-06 18:30:00,11.930399999999999
2022-05-06 18:45:00,12.5308
2022-05-06 19:00:00,12.48
2022-05-06 19:15:00,16.0708
2022-05-06 19:30:00,15.306999999999999
2022-05-06 19:45:00,17.254800000000003
2022-05-06 20:00:00,16.0706
2022-05-06 20:15:00,15.128400000000001
2022-05-06 20:30:00,15.3948
2022-05-06 20:45:00,14.076
2022-05-06 21:00:00,15.0494
2022-05-06 21:15:00,16.424599999999998
2022-05-06 21:30:00,17.6312
2022-05-06 21:45:00,16.577999999999996
2022-05-06 22:00:00,16.212
2022-05-06 22:15:00,15.7188
2022-05-06 22:30:00,14.854400000000002
2022-05-06 22:45:00,14.088000000000001
2022-05-06 23:00:00,13.895800000000001
2022-05-06 23:15:00,16.1232
2022-05-06 23:30:00,13.5824
2022-05-06 23:45:00,13.029200000000001
2022-05-07 00:00:00,11.842
2022-05-07 00:15:00,14.901399999999999
2022-05-07 00:30:00,12.872
2022-05-07 00:45:00,9.669
2022-05-07 01:00:00,10.1406
2022-05-07 01:15:00,10.368
2022-05-07 01:30:00,10.853000000000002
2022-05-07 01:45:00,10.096600000000002
2022-05-07 02:00:00,10.979199999999999
2022-05-07 02:15:00,10.4536
2022-05-07 02:30:00,9.4136
2022-05-07 02:45:00,9.100200000000001
2022-05-07 03:00:00,9.448
2022-05-07 03:15:00,9.1956
2022-05-07 03:30:00,8.580400000000001
2022-05-07 03:45:00,8.5786
2022-05-07 04:00:00,8.898800000000001
2022-05-07 04:15:00,8.569199999999999
2022-05-07 04:30:00,8.565000000000001
2022-05-07 04:45:00,8.4296
2022-05-07 05:00:00,8.8924
2022-05-07 05:15:00,7.723199999999999
2022-05-07 05:30:00,8.534600000000001
2022-05-07 05:45:00,8.2044
2022-05-07 06:00:00,8.0052
2022-05-07 06:15:00,7.8012
2022-05-07 06:30:00,7.0444
2022-05-07 06:45:00,6.7834
2022-05-07 07:00:00,7.1457999999999995
2022-05-07 07:15:00,8.572000000000001
2022-05-07 07:30:00,15.2
2022-05-07 07:45:00,14.931999999999999
2022-05-07 08:00:00,10.328399999999998
2022-05-07 08:15:00,11.5028
2022-05-07 08:30:00,12.775200000000002
2022-05-07 08:45:00,12.741800000000001
2022-05-07 09:00:00,13.945
2022-05-07 09:15:00,12.9316
2022-05-07 09:30:00,12.048200000000001
2022-05-07 09:45:00,14.342600000000001
2022-05-07 10:00:00,12.9052
2022-05-07 10:15:00,12.9408
2022-05-07 10:30:00,13.247000000000002
2022-05-07 10:45:00,12.8706
2022-05-07 11:00:00,13.927
2022-05-07 11:15:00,14.719999999999999
2022-05-07 11:30:00,15.796000000000001
2022-05-07 11:45:00,12.6168
2022-05-07 12:00:00,14.628000000000002
2022-05-07 12:15:00,15.032000000000002
2022-05-07 12:30:00,14.631
2022-05-07 12:45:00,15.519000000000002
2022-05-07 13:00:00,15.295000000000002
2022-05-07 13:15:00,16.322000000000003
2022-05-07 13:30:00,13.466000000000001
2022-05-07 13:45:00,14.175
2022-05-07 14:00:00,13.15525
